"custid","name","age","phone","duration","netuse","billamt","compl","email","plan","gender","itembill"
983891,"avuqQ",77,8869037584.61573,1675,6.3,839.08,9,"avuqQ@mycollege.edu.in","TVL2500","M","N"
846079,"znCat",80,9119507228.17575,404,4.1,203.02,9,"znCat@gmail.com","WKD500","M","N"
464155,"SBXpi",62,8874216308.09871,1067,3.7,534.42,10,"SBXpi@mycollege.edu.in","TVL2500","M","N"
636803,"iJubM",64,7745381492.68504,1216,9.8,610.45,1,"iJubM@yahoo.com","STPL100","M","N"
138703,"AIOcs",59,7155384966.81475,113,9.6,58.9,0,"AIOcs@myoffice.co.in","TVL2500","M","Y"
374857,"Vnqua",21,7705794011.74756,2359,3.9,1180.47,9,"Vnqua@mycollege.edu.in","WEND250","M","N"
770133,"hLfYU",30,7766624530.33568,940,4.7,471.18,8,"hLfYU@hotmail.com","WKD500","F","N"
511672,"TkzGc",24,7409485570.73404,713,8.8,358.7,9,"TkzGc@office.com","GEN225","F","Y"
832810,"hwURx",58,8658931779.94178,2211,8,1107.5,10,"hwURx@hotmail.com","STPL100","F","Y"
118082,"pLWVE",65,8827810025.06699,2234,10,1119.5,2,"pLWVE@gmail.com","AW1010","M","Y"
969426,"JtrdB",31,8653404770.68697,1264,9.5,634.38,0,"JtrdB@hotmail.com","TVL2500","F","Y"
134105,"azfau",61,8717374065.21157,2440,2.6,1220.65,7,"azfau@yahoo.com","WKD500","M","Y"
940022,"Bkauo",71,6564904891.74459,2306,8.1,1155.03,9,"Bkauo@office.com","TVL2500","F","N"
877796,"XdaMi",59,7202804809.1355,2587,6,1295,0,"XdaMi@mycollege.edu.in","WEND250","F","Y"
405460,"dDaZA",76,6620685686.20215,1522,6.4,762.6,0,"dDaZA@college.com","GEN225","M","N"
644162,"NfdaS",34,8912689451.33139,133,1.7,66.92,0,"NfdaS@office.com","TVL2500","M","Y"
500200,"SfZAf",75,7056930836.02589,1261,1.2,630.8,2,"SfZAf@gmail.com","STPL100","M","N"
393365,"vMbmg",33,9584155866.91153,2899,6.2,1451.05,6,"vMbmg@college.com","GEN225","F","N"
493310,"lhbZb",52,7511127132.54463,928,3.8,464.95,6,"lhbZb@office.com","WKD500","M","N"
176274,"znzJi",47,7697309159.24942,882,3.1,441.78,0,"znzJi@yahoo.com","TVL2500","M","N"
739646,"UjJjE",38,6072515181.24764,1752,1.6,876.4,5,"UjJjE@gmail.com","WEND250","F","N"
196681,"TxRpX",23,6033545072.18208,2180,3.6,1090.9,7,"TxRpX@gmail.com","WEND250","M","N"
316285,"NZLvh",36,9422293356.69552,540,8.1,272.02,0,"NZLvh@college.com","AW1010","F","Y"
229113,"BAQcX",57,9144468447.33871,377,8.8,190.7,3,"BAQcX@gmail.com","WEND250","M","N"
169779,"rRbEO",60,8309748695.58586,2234,5.9,1118.47,7,"rRbEO@office.com","STPL100","F","N"
508008,"tpWyv",80,9397461641.66182,2399,4.3,1200.58,9,"tpWyv@mycollege.edu.in","TVL2500","F","Y"
745328,"mdkwe",24,6235330481.95469,2633,1.5,1316.88,9,"mdkwe@college.com","AW1010","M","N"
407299,"qFrlS",18,6468781838.07634,2193,2.6,1097.15,1,"qFrlS@gmail.com","AW1010","M","Y"
503858,"eVQmL",38,9050042111.5954,2021,8.6,1012.65,3,"eVQmL@myoffice.co.in","WKD500","M","N"
162055,"cIphW",58,7366810002.02252,2936,3.7,1468.92,0,"cIphW@yahoo.com","WKD500","F","Y"
500241,"brtAm",74,8851418099.5846,2028,9.1,1016.28,10,"brtAm@myoffice.co.in","WKD500","M","N"
914087,"YdaVF",51,9381171872.92536,1177,9.7,590.92,10,"YdaVF@yahoo.com","WKD500","F","N"
619410,"qXZuf",71,8662207186.48785,2844,3.9,1422.97,6,"qXZuf@office.com","TVL2500","F","Y"
444267,"FNeVx",80,6879480084.18448,200,6.8,101.7,10,"FNeVx@office.com","STPL100","M","N"
555918,"Yzkcf",60,6868682968.21305,1018,9.6,511.4,5,"Yzkcf@myoffice.co.in","WEND250","M","Y"
473313,"zRqQp",24,6345812457.52719,2984,5.2,1493.3,4,"zRqQp@yahoo.com","WKD500","F","N"
694215,"rdLiN",43,6673265995.28945,3340,3.5,1670.88,1,"rdLiN@hotmail.com","AW1010","F","N"
410947,"sXvdV",35,9472460880.9388,3367,4,1684.5,6,"sXvdV@hotmail.com","STPL100","F","N"
274627,"wfiuX",20,6810048634.9152,2461,1.2,1230.8,9,"wfiuX@mycompany.in","TVL2500","F","Y"
247832,"rZLxz",38,7475289526.958,1181,8.8,592.7,3,"rZLxz@mycollege.edu.in","TVL2500","F","N"
475779,"nlCBl",33,6347285766.06771,1050,3.2,525.8,1,"nlCBl@myoffice.co.in","GEN225","F","N"
934479,"zfZcI",22,7433521307.64648,21,7,12.25,10,"zfZcI@office.com","GEN225","F","N"
869797,"jeBgM",33,8003551744.35505,99,8.4,51.6,6,"jeBgM@office.com","WEND250","M","N"
891143,"FouEv",65,8810385308.45716,553,8.2,278.55,7,"FouEv@gmail.com","AW1010","F","N"
205597,"AvFkT",54,9930953548.23842,2149,8.4,1076.6,5,"AvFkT@yahoo.com","GEN225","F","Y"
402673,"YUvCh",60,9604352148.27998,106,3.6,53.9,9,"YUvCh@yahoo.com","AW1010","M","Y"
468975,"nCxMD",60,8465572859.47553,1636,1.2,818.3,7,"nCxMD@mycompany.in","AW1010","F","N"
432023,"VLanx",42,6851126536.51417,1462,2.6,731.65,8,"VLanx@college.com","TVL2500","F","Y"
806657,"GPeod",49,9639852771.55688,2011,6.2,1007.05,5,"GPeod@hotmail.com","WEND250","F","Y"
315228,"ursJE",22,7303902788.69307,585,5.5,293.88,2,"ursJE@yahoo.com","GEN225","M","N"
187867,"pWSuS",60,6499941247.3904,1734,1.4,867.35,1,"pWSuS@mycollege.edu.in","WKD500","F","Y"
744126,"RIENW",71,8427078862.06776,1587,5.3,794.82,9,"RIENW@mycollege.edu.in","WEND250","M","Y"
647441,"TxaoF",37,7328707331.45934,3235,3.8,1618.45,1,"TxaoF@yahoo.com","STPL100","F","Y"
154418,"zrzax",26,9319738187.92856,457,4.4,229.6,0,"zrzax@hotmail.com","TVL2500","F","N"
392232,"TgbBO",75,8860300911.80671,3487,8.8,1745.7,1,"TgbBO@yahoo.com","STPL100","F","Y"
288124,"rgJmk",28,9824173997.1316,3582,6.5,1792.62,6,"rgJmk@mycollege.edu.in","TVL2500","F","N"
517563,"LMHgM",47,7806627214.43459,1749,9.3,876.82,9,"LMHgM@myoffice.co.in","STPL100","M","N"
701832,"sMMIg",18,6538389372.50476,361,6.2,182.05,0,"sMMIg@myoffice.co.in","TVL2500","F","Y"
982356,"sosIk",18,6163834097.75423,2729,4.1,1365.53,8,"sosIk@mycompany.in","WEND250","F","Y"
683960,"yaqas",36,6056805203.65457,1195,4.8,598.7,8,"yaqas@hotmail.com","WEND250","M","N"
912805,"WYLGL",49,7211409801.31441,17,7.7,10.43,5,"WYLGL@mycompany.in","TVL2500","F","N"
508641,"CeoyD",53,9289362739.88059,1310,7.8,656.95,0,"CeoyD@gmail.com","GEN225","M","N"
281879,"KVYhi",80,6809138297.83238,902,1.1,451.28,8,"KVYhi@hotmail.com","TVL2500","F","Y"
315605,"TGvRf",35,9493155823.14722,1252,9.9,628.48,0,"TGvRf@college.com","GEN225","M","Y"
310892,"UtJOo",61,8094598655.9966,2272,2.1,1136.53,0,"UtJOo@gmail.com","TVL2500","F","Y"
779604,"zxuDm",31,8786601975.79486,2834,7,1418.75,2,"zxuDm@yahoo.com","WKD500","M","Y"
479474,"CIiDy",28,8249016837.58598,2196,3.5,1098.88,0,"CIiDy@office.com","TVL2500","M","Y"
717647,"SjpCI",41,8102454938.40019,3293,1.1,1646.78,4,"SjpCI@mycollege.edu.in","WKD500","F","Y"
959786,"AMbGC",50,6945370405.67606,2547,6.7,1275.17,1,"AMbGC@college.com","TVL2500","F","Y"
771633,"OzriE",50,6042288197.1939,2715,4.3,1358.58,5,"OzriE@mycollege.edu.in","AW1010","F","Y"
607964,"TLtEw",80,6008954542.68679,1386,1.5,693.38,1,"TLtEw@office.com","TVL2500","M","Y"
558801,"GeZsC",22,8595640586.97153,976,9.4,490.35,1,"GeZsC@yahoo.com","WKD500","F","Y"
429973,"JWRuk",27,8988713416.45506,1631,7.9,817.48,10,"JWRuk@myoffice.co.in","TVL2500","M","N"
672330,"paQob",37,7425118901.41056,1896,9.6,950.4,1,"paQob@mycompany.in","AW1010","M","Y"
759894,"fDJUU",80,8505714973.7397,3028,9.6,1516.4,3,"fDJUU@gmail.com","AW1010","M","N"
470901,"SXfvS",30,7618703466.43541,3401,7.1,1702.28,8,"SXfvS@mycompany.in","TVL2500","M","Y"
767612,"zUhRe",28,8183650751.05227,1922,4.5,962.12,9,"zUhRe@gmail.com","AW1010","F","Y"
110850,"qtEsK",36,8272211918.97062,728,2.3,364.58,6,"qtEsK@college.com","WKD500","M","N"
781503,"ZKNEY",57,8134065411.4514,2601,6.4,1302.1,10,"ZKNEY@office.com","AW1010","F","Y"
405549,"ZgZKv",72,7312346282.08701,57,3.5,29.38,0,"ZgZKv@mycollege.edu.in","GEN225","F","Y"
977676,"WXuaj",75,7080828424.27293,1595,7.4,799.35,5,"WXuaj@office.com","TVL2500","M","N"
378942,"Nxrzf",71,9630671700.48635,2746,9.7,1375.42,7,"Nxrzf@college.com","WKD500","F","Y"
392296,"pJqob",60,6939700544.57686,2827,7.4,1415.35,4,"pJqob@mycompany.in","AW1010","M","Y"
475288,"NaCMx",70,7683977216.06117,2646,1.3,1323.33,3,"NaCMx@yahoo.com","TVL2500","F","Y"
351977,"GWomV",51,7283986358.58235,973,7.1,488.28,5,"GWomV@myoffice.co.in","AW1010","M","Y"
868067,"qfaEx",23,6461283733.02163,1958,1.4,979.35,10,"qfaEx@gmail.com","WEND250","M","Y"
830071,"mOMmr",22,9294725694.80127,804,8.9,404.22,4,"mOMmr@office.com","WKD500","M","N"
451250,"LNCbt",25,7070754817.41929,1105,7.7,554.42,1,"LNCbt@myoffice.co.in","AW1010","F","N"
316025,"XgOwb",34,8432179660.85963,1807,6.9,905.22,10,"XgOwb@myoffice.co.in","STPL100","F","Y"
263062,"EUDfg",65,8196881764.95049,599,1.5,299.88,8,"EUDfg@myoffice.co.in","WKD500","M","N"
837652,"vnTtb",62,9436063967.71748,2251,2.2,1126.05,8,"vnTtb@myoffice.co.in","STPL100","F","N"
982642,"PcGMG",74,7520865172.69886,852,5.6,427.4,6,"PcGMG@college.com","TVL2500","M","Y"
608270,"kxClH",61,9331838741.06558,3206,7.2,1604.8,9,"kxClH@yahoo.com","TVL2500","M","Y"
666352,"xQUfd",49,6069568131.10162,3442,5.3,1722.33,1,"xQUfd@yahoo.com","STPL100","F","N"
170380,"VWXYY",78,6697814082.55238,2457,4.5,1229.62,6,"VWXYY@myoffice.co.in","STPL100","M","N"
648487,"VTijK",74,9440035511.81087,904,7.6,453.9,2,"VTijK@mycollege.edu.in","STPL100","F","N"
398293,"HYrin",79,9296532676.66241,3218,5.8,1610.45,2,"HYrin@hotmail.com","WKD500","F","Y"
992356,"EhkpK",34,8228577464.26181,2275,8.3,1139.58,0,"EhkpK@office.com","TVL2500","M","Y"
800634,"GbKfN",77,7314901355.32528,74,5.7,38.42,10,"GbKfN@college.com","GEN225","F","N"
223451,"ZPmVs",78,7829276526.82081,3043,9.1,1523.78,3,"ZPmVs@gmail.com","GEN225","M","N"
571691,"NCqYb",21,9233285156.20164,866,1.4,433.35,6,"NCqYb@gmail.com","GEN225","F","N"
425503,"jRpIY",33,6235169224.38226,1388,6.2,695.55,4,"jRpIY@mycompany.in","GEN225","M","N"
344914,"vffDb",48,9805644065.12159,1671,3.7,836.42,6,"vffDb@mycompany.in","WEND250","F","Y"
972914,"RqDRp",54,6699503185.05264,3464,7.2,1733.8,2,"RqDRp@gmail.com","WEND250","F","N"
768881,"iGqSd",61,8239592638.23816,192,6.3,97.58,6,"iGqSd@mycompany.in","AW1010","M","N"
519095,"FSBuR",29,6732136720.60843,1855,5.2,928.8,8,"FSBuR@yahoo.com","WEND250","M","Y"
972527,"lObUT",39,8252879569.67507,2787,4.6,1394.65,5,"lObUT@gmail.com","STPL100","F","Y"
423788,"tMzAC",56,6605716704.23951,111,7.7,57.42,6,"tMzAC@gmail.com","AW1010","F","Y"
201454,"nQGLK",31,9757793652.81693,2659,5.2,1330.8,5,"nQGLK@office.com","GEN225","F","Y"
593604,"hPdsf",20,7388745048.6675,458,9,231.25,4,"hPdsf@myoffice.co.in","GEN225","F","Y"
111354,"cjVjG",67,7829947174.06926,1100,7.4,551.85,8,"cjVjG@mycollege.edu.in","AW1010","F","N"
490788,"svEda",70,8716527326.28471,458,7.1,230.78,8,"svEda@mycollege.edu.in","WEND250","M","Y"
555225,"aeZwy",54,6883771646.54691,2686,4.1,1344.03,5,"aeZwy@myoffice.co.in","TVL2500","M","Y"
149896,"ERCdO",29,7661939819.85923,606,4.4,304.1,6,"ERCdO@mycollege.edu.in","WEND250","F","Y"
455312,"MdqLc",45,8296114120.9897,3267,7.4,1635.35,8,"MdqLc@myoffice.co.in","WKD500","M","N"
229597,"PtCWt",44,9207771738.1892,2504,1.5,1252.38,10,"PtCWt@office.com","WKD500","F","N"
942268,"KixAf",26,8526241574.73619,1808,9.6,906.4,10,"KixAf@college.com","WEND250","F","N"
774698,"EVDlb",42,8554117917.376,3149,5.7,1575.92,2,"EVDlb@hotmail.com","AW1010","M","Y"
568537,"JJOzs",54,6176837713.41343,302,4.2,152.05,2,"JJOzs@office.com","STPL100","M","Y"
547019,"kAvGu",65,9033896896.22968,350,2,175.5,0,"kAvGu@myoffice.co.in","WKD500","M","Y"
938807,"ayAMs",62,7857001517.43508,3512,3.8,1756.95,1,"ayAMs@mycollege.edu.in","TVL2500","M","N"
717023,"xuUIA",55,6493281964.08934,87,2.6,44.15,2,"xuUIA@college.com","STPL100","F","Y"
251348,"DegHI",64,8448742355.53916,482,2,241.5,8,"DegHI@mycompany.in","AW1010","M","N"
208116,"naOFI",68,9022857398.90165,3135,6.8,1569.2,0,"naOFI@office.com","AW1010","F","N"
374100,"ZCadJ",62,9305055780.44132,1811,7.8,907.45,3,"ZCadJ@mycompany.in","STPL100","F","Y"
951944,"NyDwe",76,6900624428.65059,2379,9.3,1191.83,1,"NyDwe@yahoo.com","TVL2500","M","Y"
866627,"sTQdG",49,7594120332.57269,901,6.2,452.05,7,"sTQdG@mycollege.edu.in","AW1010","M","Y"
574147,"EWyFQ",24,6316309659.66274,3554,9.4,1779.35,3,"EWyFQ@mycompany.in","WKD500","F","Y"
433958,"nUTFK",28,8358298972.59078,154,4.5,78.12,4,"nUTFK@hotmail.com","WEND250","F","N"
748448,"HSbGN",49,6087355684.46717,3015,6.3,1509.08,2,"HSbGN@mycollege.edu.in","WKD500","M","N"
685380,"knUda",26,8507388660.05738,1848,1.5,924.38,0,"knUda@yahoo.com","STPL100","F","Y"
412619,"nLzUG",32,7165300092.36857,2092,3,1046.75,6,"nLzUG@myoffice.co.in","TVL2500","M","N"
203385,"sbitP",31,9439844586.0265,204,3.7,102.92,9,"sbitP@mycollege.edu.in","AW1010","F","Y"
231055,"DWmek",62,9670686023.32348,972,2.2,486.55,8,"DWmek@college.com","TVL2500","M","Y"
962101,"eJPac",67,8407476339.81868,744,1.9,372.48,9,"eJPac@office.com","WKD500","F","Y"
264735,"ANILL",22,7338339025.75145,2372,3.7,1186.92,1,"ANILL@mycollege.edu.in","STPL100","M","Y"
696360,"LNgrX",40,8401981363.40382,1207,6,605,7,"LNgrX@yahoo.com","TVL2500","F","N"
714738,"ljvTq",60,6130939135.2952,2628,1.9,1314.47,0,"ljvTq@mycompany.in","AW1010","M","Y"
941448,"RHCDu",73,7030971104.95274,3301,6.3,1652.08,2,"RHCDu@mycompany.in","TVL2500","F","Y"
972691,"amLMY",43,7873587574.34139,862,8.8,433.2,9,"amLMY@myoffice.co.in","WKD500","F","Y"
693658,"tIkrd",52,8828245275.87816,2104,8.3,1054.08,3,"tIkrd@mycollege.edu.in","STPL100","M","N"
568788,"oKEde",35,9149655302.19909,1,3.8,1.45,0,"oKEde@mycollege.edu.in","TVL2500","F","Y"
690832,"OzVOn",70,9749385270.28405,2604,3,1302.75,5,"OzVOn@yahoo.com","AW1010","M","Y"
579726,"REaBk",56,7128205563.591,1451,1.2,725.8,5,"REaBk@yahoo.com","WKD500","M","Y"
697801,"iNDOk",45,7572440286.70518,602,5.3,302.32,5,"iNDOk@hotmail.com","AW1010","F","Y"
114662,"NfGNf",35,7085679958.30305,1423,3.2,712.3,6,"NfGNf@gmail.com","WEND250","M","N"
345877,"dLMUv",76,9278095020.09306,633,2.5,317.12,10,"dLMUv@yahoo.com","STPL100","F","Y"
369498,"QXYqq",73,9847615531.61513,256,9.6,130.4,3,"QXYqq@office.com","TVL2500","F","Y"
301936,"gbyty",36,6727541399.00645,3323,6.7,1663.17,5,"gbyty@yahoo.com","WEND250","M","N"
940951,"aMJKZ",44,6540300217.32204,2781,5.3,1391.83,6,"aMJKZ@gmail.com","GEN225","M","N"
582483,"rfscy",62,9570650366.1736,2499,7.2,1251.3,8,"rfscy@hotmail.com","WEND250","M","N"
410554,"VJaJH",59,7127123250.34425,2485,1.6,1242.9,9,"VJaJH@office.com","WKD500","M","Y"
289144,"DPLaY",43,7926031858.17877,3015,1.2,1507.8,5,"DPLaY@gmail.com","AW1010","M","Y"
147030,"ULSth",38,9738065032.28524,719,7.4,361.35,10,"ULSth@college.com","STPL100","M","Y"
940351,"EaDEo",59,8000490547.58902,781,2.3,391.08,0,"EaDEo@gmail.com","AW1010","F","Y"
762828,"GRrLj",43,9921651894.17758,1466,4.3,734.08,6,"GRrLj@myoffice.co.in","TVL2500","M","Y"
827471,"EtKTA",19,7380930140.26928,1255,9.6,629.9,6,"EtKTA@mycompany.in","TVL2500","M","N"
197119,"lvPdh",46,6311879896.48085,2712,7.9,1357.97,0,"lvPdh@yahoo.com","AW1010","M","N"
733199,"szSXZ",27,8285594172.20435,1637,4.6,819.65,3,"szSXZ@hotmail.com","WEND250","M","Y"
280874,"SgCnS",18,8125717192.35683,2016,2.9,1008.72,9,"SgCnS@yahoo.com","STPL100","M","N"
492308,"qebmP",56,9242558635.89196,2413,4.9,1207.72,1,"qebmP@college.com","AW1010","M","N"
535557,"GrZvJ",77,7172784796.62275,2098,3.6,1049.9,6,"GrZvJ@hotmail.com","GEN225","M","Y"
375784,"VzsjJ",28,8903136747.16344,385,7.6,194.4,8,"VzsjJ@gmail.com","AW1010","F","N"
568172,"tCXQU",61,8338469772.01502,1155,2.8,578.2,4,"tCXQU@mycollege.edu.in","AW1010","F","Y"
595828,"qzxNu",72,9476315329.84491,2325,8.1,1164.53,3,"qzxNu@hotmail.com","WEND250","M","N"
355726,"ZatDG",77,6962202281.45058,2833,6.7,1418.17,0,"ZatDG@gmail.com","STPL100","F","Y"
490036,"RtOXm",28,7803889975.43209,2722,9.5,1363.38,8,"RtOXm@mycollege.edu.in","WKD500","F","Y"
970357,"FKHCr",65,6506643892.1392,1261,2.5,631.12,7,"FKHCr@hotmail.com","AW1010","M","N"
758614,"hNDTL",76,8390247588.37966,2917,7.2,1460.3,5,"hNDTL@hotmail.com","STPL100","F","N"
790326,"yQLqv",26,8180450972.55585,1681,3.9,841.48,1,"yQLqv@hotmail.com","STPL100","M","Y"
660356,"nZzkr",70,7909629125.60197,771,5.1,386.78,4,"nZzkr@yahoo.com","WEND250","F","N"
521339,"clTHV",48,8729308500.20364,1044,8.1,524.02,5,"clTHV@mycompany.in","STPL100","M","N"
131832,"QDyzG",69,6903071312.00804,2948,2.4,1474.6,5,"QDyzG@mycollege.edu.in","WEND250","M","Y"
935434,"EBKvJ",69,7710031995.12229,1274,2.1,637.52,8,"EBKvJ@yahoo.com","GEN225","F","N"
537034,"bWCdi",23,6234701020.58444,1871,9.2,937.8,1,"bWCdi@mycollege.edu.in","WKD500","M","N"
721210,"eJYpI",72,8224575377.44459,2001,5,1001.75,2,"eJYpI@mycollege.edu.in","GEN225","F","N"
611611,"dQMAh",78,6968043667.02227,1506,2.9,753.72,7,"dQMAh@gmail.com","AW1010","F","Y"
220076,"xmiWd",47,8088930138.79588,662,6.7,332.68,1,"xmiWd@myoffice.co.in","AW1010","M","Y"
792895,"gACUn",26,6461752117.49603,844,4.6,423.15,3,"gACUn@yahoo.com","STPL100","F","Y"
653157,"CCqpW",52,9747660432.0053,118,5.4,60.35,2,"CCqpW@myoffice.co.in","WEND250","F","Y"
539839,"FsIBl",59,8679917692.46814,1529,9.3,766.82,9,"FsIBl@college.com","WEND250","M","N"
747017,"XdWEL",65,9967791860.86255,1164,8.6,584.15,7,"XdWEL@mycompany.in","TVL2500","F","N"
467813,"jYTCL",66,8434415547.49991,892,4.1,447.02,2,"jYTCL@mycompany.in","STPL100","F","Y"
400242,"iKLks",54,8539281629.32244,1823,8.5,913.62,8,"iKLks@hotmail.com","GEN225","F","N"
742362,"ltgJy",32,8325908475.90532,3498,2.4,1749.6,7,"ltgJy@mycollege.edu.in","AW1010","F","Y"
894530,"HrGHB",64,7357313708.99421,438,1.5,219.38,0,"HrGHB@myoffice.co.in","TVL2500","M","Y"
642706,"snzvR",56,8300874843.61824,2945,6,1474,7,"snzvR@mycompany.in","WKD500","F","N"
245880,"lBrar",77,6534256861.41158,2937,9.1,1470.78,10,"lBrar@mycollege.edu.in","AW1010","M","N"
779265,"DplUN",23,8923905766.76942,1767,7.8,885.45,1,"DplUN@yahoo.com","GEN225","F","Y"
847823,"XkkdV",19,9821929907.40208,664,9,334.25,10,"XkkdV@myoffice.co.in","AW1010","F","N"
628590,"bIFSn",60,8578352422.7402,35,1.7,17.92,8,"bIFSn@hotmail.com","AW1010","F","Y"
195950,"FkeYU",40,9801939368.22882,2909,1.1,1454.78,8,"FkeYU@mycompany.in","AW1010","M","N"
560107,"PRmWd",62,6609714094.39699,2943,5.3,1472.83,1,"PRmWd@gmail.com","WEND250","F","Y"
291944,"JzTWZ",53,8949063797.67542,2818,5.3,1410.33,2,"JzTWZ@hotmail.com","WKD500","M","Y"
969769,"xHrdJ",42,8171915557.62382,3061,1.1,1530.78,2,"xHrdJ@mycollege.edu.in","WKD500","M","N"
489261,"DTTzB",70,6966128909.71886,180,6.8,91.7,6,"DTTzB@college.com","AW1010","F","Y"
815060,"kXliA",57,7024069720.62318,585,1.2,292.8,6,"kXliA@hotmail.com","WKD500","M","N"
926709,"KmQpB",76,8471561434.06084,3593,6.6,1798.15,9,"KmQpB@office.com","WEND250","M","N"
424517,"jqaxk",51,9225628605.23735,2434,7,1218.75,6,"jqaxk@mycompany.in","WKD500","M","Y"
866348,"pOKrU",59,7935914141.57332,578,3,289.75,4,"pOKrU@myoffice.co.in","WEND250","M","N"
150026,"DNmKC",68,7306639777.1698,365,6.5,184.12,7,"DNmKC@gmail.com","STPL100","F","N"
537734,"VwDbc",35,9877928267.19491,2571,2.8,1286.2,7,"VwDbc@gmail.com","AW1010","F","Y"
169648,"XNwTb",35,8009511900.56333,1768,6.9,885.72,5,"XNwTb@office.com","TVL2500","M","Y"
694668,"Ywovq",66,7397933579.63184,2096,7.9,1049.97,7,"Ywovq@mycollege.edu.in","WKD500","M","N"
131132,"JXSCG",26,6535109697.70733,2904,5.6,1453.4,9,"JXSCG@yahoo.com","WKD500","M","N"
565263,"fsNZA",51,6348241450.17799,698,1.9,349.48,6,"fsNZA@mycompany.in","GEN225","M","N"
356355,"KYCek",20,7321811394.43552,267,6.3,135.07,6,"KYCek@myoffice.co.in","GEN225","F","Y"
895063,"QAgkp",34,6292105737.06924,2223,9.4,1113.85,6,"QAgkp@myoffice.co.in","TVL2500","F","N"
175275,"IwvfR",71,9057450487.44536,2074,4.6,1038.15,6,"IwvfR@office.com","GEN225","F","Y"
540185,"CDlWF",63,9844336041.21957,3098,1.8,1549.45,2,"CDlWF@mycompany.in","AW1010","F","Y"
919710,"ybzSH",71,6405148421.31291,1632,6.8,817.7,1,"ybzSH@gmail.com","WEND250","M","N"
579528,"uvyWj",72,9617859849.73315,1187,4.8,594.7,2,"uvyWj@mycollege.edu.in","STPL100","F","N"
470700,"eMOui",75,7642217499.72475,1319,8.4,661.6,0,"eMOui@yahoo.com","TVL2500","F","Y"
841962,"hYrpI",25,9985791951.3528,1475,2.7,738.18,7,"hYrpI@office.com","AW1010","F","Y"
240336,"MzMuW",72,9623071531.79072,2204,5.2,1103.3,0,"MzMuW@mycollege.edu.in","GEN225","F","Y"
799083,"rBRVQ",45,8740025024.17609,1122,8.7,563.18,0,"rBRVQ@mycompany.in","STPL100","F","Y"
705206,"HjFod",64,9150211904.3417,950,2.3,475.58,2,"HjFod@gmail.com","GEN225","M","N"
556798,"xPlRH",67,8821627874.15327,2167,8.5,1085.62,4,"xPlRH@office.com","TVL2500","M","N"
278397,"BewKS",34,8747044693.92318,998,9,501.25,0,"BewKS@mycollege.edu.in","WKD500","F","Y"
210639,"SMlsO",76,8424190361.37803,509,1.1,254.78,4,"SMlsO@myoffice.co.in","WKD500","F","Y"
383244,"FfGTs",63,6955812086.11226,2959,7.7,1481.42,9,"FfGTs@yahoo.com","TVL2500","M","Y"
402432,"yoquZ",71,6524340166.57923,2181,5.5,1091.88,2,"yoquZ@yahoo.com","WEND250","M","Y"
683760,"kbZGZ",58,6941518590.55018,679,5.7,340.92,8,"kbZGZ@gmail.com","WKD500","F","N"
610092,"JUXjP",33,8724703896.10957,3042,3.8,1521.95,6,"JUXjP@gmail.com","STPL100","M","N"
600456,"iCcby",52,8033439591.94995,32,2.7,16.68,4,"iCcby@hotmail.com","AW1010","M","Y"
872950,"mfnYk",69,7959619561.65169,3180,1.5,1590.38,1,"mfnYk@college.com","STPL100","M","Y"
579754,"YWnWP",62,7985007029.46182,199,9.2,101.8,0,"YWnWP@office.com","GEN225","M","N"
654324,"ZnfFc",68,9200901772.95801,1868,8.9,936.22,5,"ZnfFc@mycollege.edu.in","AW1010","F","N"
124089,"FkUoW",51,7811443224.09643,3264,9.1,1634.28,5,"FkUoW@college.com","AW1010","M","N"
705016,"aROVU",64,7211606165.09129,3151,2.9,1576.22,6,"aROVU@hotmail.com","STPL100","M","Y"
804960,"SoDmr",29,7553420214.52543,2245,5.5,1123.88,6,"SoDmr@college.com","WKD500","M","N"
187182,"gBtzS",47,9824864774.9175,2139,4.4,1070.6,7,"gBtzS@college.com","TVL2500","M","Y"
372424,"msdxd",74,8111525101.99062,3038,2.4,1519.6,9,"msdxd@mycollege.edu.in","GEN225","F","Y"
670507,"HmrUP",29,8380566423.16372,2207,3.9,1104.47,1,"HmrUP@mycompany.in","STPL100","F","N"
611975,"GvqyI",40,7024524891.49289,1406,6.4,704.6,5,"GvqyI@yahoo.com","TVL2500","F","Y"
407952,"Kvebq",23,8303911891.18991,1758,7.5,880.88,7,"Kvebq@gmail.com","AW1010","F","N"
809979,"GpQdl",62,8958414844.42899,1195,2.7,598.18,4,"GpQdl@office.com","WEND250","M","N"
205493,"pguGM",27,7496794869.74907,870,1.3,435.32,10,"pguGM@office.com","GEN225","M","Y"
420611,"xALVk",38,8108009084.53216,1249,10,627,7,"xALVk@office.com","AW1010","F","N"
149573,"Rdcah",25,9518066217.24332,2863,7.6,1433.4,3,"Rdcah@hotmail.com","AW1010","F","Y"
463092,"YJCSY",45,7421163523.21441,2604,9.3,1304.33,5,"YJCSY@mycompany.in","AW1010","M","Y"
425372,"syOaa",50,6493854497.43591,1471,1.1,735.78,6,"syOaa@mycollege.edu.in","AW1010","M","Y"
341234,"wsktG",78,7540303478.5637,3600,5.1,1801.28,6,"wsktG@college.com","TVL2500","M","N"
861632,"FgjIr",61,6461152370.90384,3328,5.8,1665.45,2,"FgjIr@mycollege.edu.in","STPL100","F","N"
